,Subject,Title
315,transporte, Perú. NO. Comunicaciones Ca. 1905
316,transporte," Instrucciones que deberán observar los jefes de las estaciones de los caminos de hierro, respecto de las mercancías para cuya circulación se necesitan guías o vendís"
317,Vehículos," Prematicas que han salido este año de nouenta y cuatro, publicadas en diez y nueue dias de Enero del dicho año : demas de las quales se mandan guardar otras que estauan hechas hasta agora, y se acrecientan las penas a los transgressores, y se da la orden que se ha de tener para la execucion y obseruancia dellas"
318,Vehículos, [Coche volante] [Material gráfico]
319,Vehículos," En la Villa de Madrid, à veinte y seis dias del mes de Noviembre, año de mil setecientos y veinte y tres ... Don Alvaro de Castilla, del Consejo, y Camara de su Magestad, y Alcaldes de su Real Casa, y Corte ... mandaron se publique en esta Corte: Que todas las personas ... registren en el Oficio de Govierno de la Sala, todos los Coches, Carrozas, Estufas, Litèras, Furlones, y Calesas que tuvieren, sin reservar, ni ocultar ninguno"
320,Vehículos, [Coche volante] [Material gráfico]
321,Vehículos," Memoria de las reparticiones de salubridad, cementerios y patentes de rodados por 1876 presentada a la Corporación Municipal por el director de esos ramosl [Texto impreso]"
322,Vehículos," Estudio político, administrativo y económico sobre la oportunidad e importancia de los cochevapores especialmente en España [Texto impreso]"
323,Vehículos, Real Decreto y reglamento para el servicio de coches automóviles por las carreteras de 17 de septiembre de 1900 : con la instrucción para su cumplimiento
324,Vehículos, Reglamento vigente de Automóviles [Texto impreso] : puesto al día en junio de 1919
325,Vehículos," Cartilla del conductor de automóviles : instrucciones para el empleo y buena conservación del coche automóvil, legislación sobre circulación y carreteras, etc"
326,Vehículos," Automóviles : Reglamento del 23 de julio de 1918, Instrucciones del Real Automóvil Club de España, aprobadas por R.O. de 10 de junio de 1920, y demás disposiciones sobre la materia, concordadas y en vigencia el día 1º de abril de 1921"
327,Vehículos, Historia de los locomóviles
328,Vehículos," Automóviles [Texto impreso] : Reglamento de circulación de vehículos con motor mecánico, aprobado por Real decreto de 16 de Junio de 1926"
329,Vehículos, Los carros de combate en Levante [Texto impreso] : (trabajo publicado por el teniente coronel Besse en %5C%5C&quot;La Revue d\'infanterie%5C%5C&quot;)
330,Vehículos, Reglamento de tracción urbana [Texto impreso]
331,Vehículos, Carruajes con motor mecánico y de tracción animal [Texto impreso] : Reglamentos de la Patente Nacional de automoviles de 28 de junio de 1927. De la circulación de vehiculos con motor mecánico de 16 de Junio de 1926. De la Exclusiva de Transportes de 11 de Diciembre de 1924. Disposiciones vigentes sobre carruajes de tracción animal con notas y formularios varios
332,Vehículos, Reglamento para la circulación de vehículos de tracción animal y mecánica por las vías públicas de la Zona [Texto impreso]
333,Barcos, Comedor de guardias marinas [Material gráfico]
334,Barcos," Patilé, barco indio del Ganges [Material gráfico]"
335,Barcos, [Galeón del siglo XVII] [Material gráfico]
336,Barcos," Relacion que dio Christoual debaros a su magestad, lo que responde Alonso Gutierrez a 26 de março 1584"
337,Barcos," En el pleyto que V.m. tiene visto entre partes, de la vna Iuan Perez de Leca maestre del nauio nuestra Señora de la concepcion, y Miguel Hernandez compañero, en la armazon de la dicha nao, y los demas sus consortes apelantes de la sentencia del Licenciado Maso de Contreras Gouernador del rio de la Hacha; y de la otra parte el señor Fiscal de su Magestad, y de otra el dicho Licenciado Maso de Contreras, para que a V.m. conste la justicia del dicho Licenciado Manso de Contreras, para q̃ la dicha sentencia se cõfirme en todo y por todo"
338,Barcos, Propulsión de los buques por discos con movimiento rectilineo alternativo [Texto impreso] : Primera Parte [Segunda Parte]
339,Barcos, Barcos de pesca [Material gráfico]
340,Barcos, Bergantin entrando en el puerto de Luanco [Material gráfico]
341,Barcos, Naufragio [Material gráfico]
342,Barcos, [Traza de la nave Santa María] [Material gráfico]
343,Barcos, [Acorazado inglés Victoria] [Material gráfico]
344,Barcos, Barcas Holandesas [Material gráfico]
345,Barcos, Botes de pesca [Material gráfico]
346,Barcos, Villa de Bilbao
347,Barcos, [Barca volante]
348,Barcos, [Tempestad] [Material gráfico]
349,Barcos, [Apunte de barco en la orilla] [Material gráfico]
350,Barcos, La noche [Material gráfico]
351,Barcos," Apuntamiento por Pedro Mandret de nacion Francès, Capitan de la Fragata nombrada la Santa Familia. En el pleyto con Carlos Basnet, y Guillermo Gibb de Nacion Inglès. Sobre la presa de la galera de Dublin, llamada Maria Locrean, que surgiò en el Puerto de San Lucar"
352,Barcos, [Apuntes de barcas a vela] [Material gráfico]
353,buques," Por Parte de Fabian de Vargas en el pleyto con el Fiscal, se suplica a V.m. mande aduertir a lo siguiente, cerca del Desquento que pide ... que el dicho Fabian de Vargas tomo de su Magestad por arrendamiento la Renta del nueuo derecho de quatro ducados por cada saca de lana de las que se sacan destos Reynos para fuera dellos por tiempo de seys años ... por precio de Treynta y cinco quentos ... crecio el dicho arrendamiento quinze quentos mas en cada vn año. Y se aduierte que la sustancia de la dicha Renta y aprouechamiento della consiste en los derechos de las sacas de lanas"
354,buques," En el pleyto de Fabian de Vargas, Recaudador mayor del nueuo derecho de las lanas, desde el año de .83. hasta todo el año de 88. con el Fiscal de su Magestad, sobre el Desquẽto pedido por el dicho Fabian de Vargas: Se suplica à V.m. por su parte, mande aduertir à lo siguiente"
355,buques," En el pleyto que V.m. tiene visto, entre Fabian de Vargas Recaudador mayor del nueuo derecho de las lanas, desde el año de .83. hasta todo el año de .88. de la vna parte, y de la otra el Fiscal de su Magestad: sobre el Descuento pedido por el dicho Fabian de Vargas"
356,buques," En el pleyto que V.m. tiene visto entre el Fiscal de su Magestad de la vna parte, y Fabian de Bargas, de la otra, sobre el descuento que el dicho Fabian de Bargas pide, suplico à V.m. vea los apuntamientos siguientes por la notoria justicia que el Fiscal pretende, que en este pleyto ... se presupone, que el dicho Fabian ... tomo por arrendamiento de su Magestad, la renta de los quatro ducados por saca de las lanas, por seys años"
357,buques," Relación de lo sucedido en el puerto de Málaga con motivo del embargo que se hizo de la nave llamada Buenaventura, por traer mercaderías de Amsterdam y moneda falsa"
358,buques, Registro de buques españoles y su clasificación en 1850 [Texto impreso]
359,buques, Revista de la Asociación de Navieros y Consignatarios de Barcelona [Texto impreso] : defensora de los intereses generales del comercio marítimo y de la marina mercante española
360,buques, [Juan Bautista Lazaga]
361,buques, [Emilio Díaz Moren]
362,buques, [Tomás Acha]
363,buques, [José Díaz de San Vicente]
364,buques, Memoria anual ... [Texto impreso]
365,navíos," Figura tercera del corte de un navío de primer orden, ô de línea [Material gráfico]"
366,navíos," Figura tercera del corte de un navío de primer orden, ô de línea"
367,Aeronáutica, Breve idea de la navegación por los aires desde su origen hasta el presente ... [Texto impreso]
368,Aeronáutica, Manifiesto por el Profesor Robertson sobre los peligros de las mongolfiras ó globos de fuego
369,Aeronáutica, España automóvil : revista técnica del automovilismo y sus aplicaciones industriales
370,Aeronáutica," Pasado, presente i porbenir de la abiazión. Parte 1ª : teoría i práctica del buelo : primera obra ke se escribe con ortografía natural"
371,Aeronáutica," Lo ke a sido, es i será la abiazión : teoría i práctica del buelo : primera obra ke se escribe con ortografia práctica"
372,Aeronáutica," La aeronáutica en los primeros días del año 1910 [Texto impreso] : dirigibles y aeroplanos, sus proezas y progresos"
373,Aeronáutica," Conferencia celebrada el día 27 de noviembre de 1910, por el Excmo. Sr. General de Marina... Don Antonio de Vivar referente al... invento de los dirigibles y aereoplanos aplicados á la defensa nacional , y necesidad imperiosa de establecer en Málaga... la academia, la práctica de los aviadores... [Texto impreso]"
374,Aeronáutica," Curso de aviación : historia restrospectiva de la navegación aérea por lo más pesado que el aire. Técnica de la aviación. Construcción de aeroplanos. Características, dimensiones y detalles de todos los modelos existentes, etc., etc"
375,Aeronáutica," Elementos de locomocion aérea [Texto impreso] : Explicación al alcance de todo el mundo, ilustrada con numerosos grabados, del funcionamiento de los aparatos de locomoción aérea: Globos esféricos - Globos dirigibles-Aeroplanos"
376,Aeronáutica, España automóvil y aeronáutica : revista práctica de automovilismo y aeronáutica
377,Aeronáutica, Teoría y práctica de la aviación [Texto impreso]
378,Aeronáutica, Boletín oficial del Real Aero Club de España [Texto impreso]
379,Aeronáutica, Aeronáutica [Texto impreso] : Dirigibles y aeroplanos. Sus proezas y progresos
380,Aeronáutica, Aérea : revista ilustrada de aeronáutica
381,Aeronáutica, Aérea [Texto impreso] : revista ilustrada de aeronáutica
382,Aeronáutica, Notación matemática de la Aerotecnia [Texto impreso]
383,Aeronáutica," Kinos : automovilismo, aeronáutica-turismo"
384,Aeronáutica, Anuario de aeronáutica [Texto impreso] : edición oficial de la Dirección General de Navegación y Transportes Aéreos
385,Aeronáutica, La aviación actual [Texto impreso] : estudio aerodinámico y ensayos de los aviones
386,Aeronáutica, A.C.G. [Texto impreso] : [boletín] : órgano oficial del Auto-Aero Club de Galicia afiliado al Automóvil Club de España
387,agricultura, España agrícola [Texto impreso]
388,agricultura," El Agricultor español : periódico de agricultura, servicultura, horticultura, ganadería, economía rural y rural industrial, botánica, higiene, veterinaria, farmacia veterianaria, amena literatura, variedades y anuncios"
389,agricultura, Gaceta agrícola del Ministerio de Fomento
390,agricultura," Estudios críticos acerca de la dominación española en América. V. Parte tercera, Industria agrícola-pecuaria llevada a América por los españoles [Texto impreso]"
391,agricultura, Lecciones elementales de agricultura [Texto impreso]
392,agricultura," Don Carlos, por la gracia de Dios, Rey de Castilla, de Leon, de Aragon ... sabed, que deseando nuestro Consejo que el Cuerpo de Labradores de estos nuestros Reyuos [sic] experimentassen todos los alivios, que pudiesse fomentarles ... dispuso y ordenó el Auto acordado octavo, titulo veinte y cinco, libro quinto de la Novissima Recopilacion"
393,agricultura," Instruccion o Memoria sobre la siembra, cultivo, cosecha y conservacion de la nueva planta llamada la raiz de la miseria, o de la abundancia, y sobre sus usos, utilidades, y ventajas [Texto impreso]"
394,agricultura," Informe de la Sociedad Economica Matritense al Real y supremo Consejo de Castilla en el informe de Ley agraria, extendido [Texto impreso]"
395,agricultura, La Asociación Agrícola por la iniciativa privada [Texto impreso] : revista de agricultura
396,agricultura, Revista de agricultura del Instituto Agrícola Catalán de San Isidro [Texto impreso]
397,agricultura, Lecciones de agricultura [Texto impreso] : esplicadas en la Cátedra del Real Jardin Botánico de Madrid el año de 1815
398,agricultura, La fórmula de la agricultura española [Texto impreso]
399,agricultura, Dictamen sobre el repartimiento de terrenos baldios o realengos y de propios y arbitrios [Texto impreso]
400,agricultura, Lecciones prácticas de agricultura y economía que da un padre á su hijo para que sea un buen labrador en qualquiera país del mundo [Texto impreso] : tomadas de las mejores memorias que han publicado las académias
401,agricultura, Memoria laureada con el accéssit por la Real Academia de Ciencias Morales y Políticas en el concurso ordinario de 1873 sobre la influencia que la acumulación o división excesiva de la propiedad territorial ejercen en la prosperidad o decadencia de la agricultura en España [Texto impreso]
402,agricultura," Arancel que rige en el Real Consulado de Agricultura y Comercio de ... ciudad de La Habana e Isla de Cuba, y tambien en el Superior Tribunal de Alzadas del mismo, aprobado por S. M. en Real Orden de 9 de Mayo de 1797"
403,agricultura," Coleccion de disertaciones sobre varios puntos agronómicos, leidas en la catedra de Agricultura del Real Jardin Botanico de Madrid"
404,agricultura, La Voz de Fernando Póo [Texto impreso] : defensor de los intereses de las posesiones Españolas del Golfo de Guinea
405,agricultura," Guía práctico de agrimensores y labradores, o Tratado completo de Agrimensura y aforage : en el que despues de los principios indispensables de Aritmética y Geometría, se trata con toda estensión de la medida, tasacion, repartimiento, nivelacion y apeo de cualquier terreno, con las reglas para levantar su plano por varios métodos, igualmente que el modo de aforar por las reglas sencillas y exactas de cualquier vasija, concluyendo con unas breves nociones de Mecánica aplicada á los usos mas comunes de la agricultura"
406,agricultura, Industrias rurales [Texto impreso] : Uruguay (1830-1930)
407,Silvicultura," Tratado del cuidado y aprovechamiento de los montes y bosques, corta, poda, beneficio y uso de sus maderas y leñas"
408,Silvicultura, Silvicultura ó tratado de plantíos y arbolados de bosque [Texto impreso]
409,Silvicultura," Calendario del silvicultor, o manual de silvicultura práctica : obra útil a los propietarios de bosques y empleados en el ramo de montes"
410,Silvicultura, Memoria sobre la parte forestal de la exposición de Londres de 1862 [Texto impreso]
411,Silvicultura," Apuntes bibliográfico-forestales, o sea breve resumen de los libros, folletos, artículos ... y demas trabajos originales, o traducidos por autores españoles, relativos a la cría, cultivo ... y economía de los montes, arbolados, plantíos, prados, caza y pesca [Texto impreso]"
412,Silvicultura, Compendio de las materias que se exigen para el examen de los capataces de cultivos forestales [Texto impreso]
413,Silvicultura, Manual de cultivo de arboles forestales [Texto impreso]
414,Silvicultura, Manual del maderero
415,Silvicultura, Selvicultura o Cría y cultivo de los montes [Texto impreso]
416,Silvicultura, Guía del cultivador de montes y de la guardería rural ó La silvicultura práctica [Texto impreso]
417,Silvicultura, Algunas voces forestales y otras que guardan relación con las mismas confrontadas todas con el Diccionario de la Real Academia Española [Texto impreso]
418,Silvicultura," Plan jeneral para el cultivo de los bosques [Texto impreso] : con preferencia para las rejiones desde La Serena hasta Concepción, pero que puede ser aplicado aún mas al norte y mas al sur"
419,Silvicultura," Política forestal : colección de artículos de propaganda publicados en %5C%5C""La Correspondencia de España%5C%5C"" en febrero y marzo de 1910"
420,Silvicultura, Asamblea forestal celebrada en Lérida del 1º al 6 de julio de 1912 : crónica y trabajos presentados
421,Silvicultura, Influencia de la mujer en la solución del problema forestal : conferencia dada en el Casino del Real Sitio de San Lorenzo del Escorial el día 23 de mayo de 1913
422,Silvicultura, Asamblea Forestal celebrada en Murcia del 2 al 7 de diciembre de 1915 : crónica y trabajos presentados
423,Silvicultura," Hojas forestales : el monte, sus influencias, la repoblación forestal, asociación de árboles forestales a los agrícolas, podas, reglas para efectuar siembras y plantaciones, trabajos hidrológico-forestales, la fiesta del árbol, prácticas forestales elementales"
424,Silvicultura, Silvicultura [Texto impreso]
425,Silvicultura, Trabajos de las Secciones [Texto impreso]
426,Agronomía," Informe sobre la conveniencia de establecer en Jerez de la Frontera una Escuela Teórico-práctica de Agricultura, dirigida y sostenida por la provincia, sin intervención del Estado [Texto impreso] : dirigido a la Exma. Diputación provincial d Cádiz"
427,Agronomía, Elementos de Agricultura y Técnica Agrícola é Industrial [Texto impreso]
428,Agronomía, Programa de agricultura elemental [Texto impreso]
429,Agronomía, Programa de un curso de Agricultura elemental [Texto impreso]
430,Agronomía, El libro de la campesina [Texto impreso] : economía doméstica rural
431,Agronomía, Reglamento para el régimen de la Granja Escuela de Capataces de la provincia de Sevilla [Texto impreso]
432,Agronomía, Lecciones elementales de agricultura [Texto impreso]
433,Agronomía, Programa de Agricultura elemental en el Instituto del Cardenal Cisneros [Texto impreso]
434,Agronomía, Borrador del Diccionario de hygiene y economía rural veterinaria
435,Agronomía, Economía agrícola o programa razonado de agricultura [Texto impreso]
436,Agronomía, Proyecto de escuela de agricultura para la Isla de Cuba [Texto impreso]
437,Agronomía, Programa de agricultura elemental [Texto impreso]
438,Agronomía, Casa rústica de 1840 [Texto impreso] : o nueva guía manual de todas las ciencias y artes pertenecientes a los habitantes del campo
439,Agronomía, Los frutos de la tierra [Texto impreso]
440,Agronomía," Instituto de 2ª enseñanza de Santiago de Cuba, cuso de 1883 a 1884, discurso inaugural [Texto impreso]"
441,Agronomía, Programa de agricultura elemental [Texto impreso]
442,Agronomía, Programa de agricultura elemental [Texto impreso] : curso de 1882 a 1883
443,Agronomía," Sobre agricultura [Texto impreso] : memorias, artículos doctrinales y diversos escritos"
444,Agronomía, Boletín internacional de agronomía [Texto impreso]
445,Agronomía, Programa de agricultura [Texto impreso]
446,Técnicas agrícolas, Nociones generales de agricultura [Texto impreso]
447,Técnicas agrícolas," Curso de agricultura práctica [Texto impreso] : conforme a los últimos adelantamientos hechos en esta ciencia, y a las mejores prácticas agrarias de las demas Naciones de Europa"
448,Técnicas agrícolas, Hojas divulgadoras [Texto impreso]
449,Técnicas agrícolas, Elementos de Técnica Agrícola e Industrial [Texto impreso]
450,Técnicas agrícolas, Nociones de técnica agrícola é industrial [Texto impreso]
451,Técnicas agrícolas, Elementos de Agricultura y Técnica agrícola é industrial [Texto impreso]
452,Técnicas agrícolas, Lecciones de agricultura aplicadas a la isla de Cuba [Texto impreso]
453,Técnicas agrícolas, Elementos de Agricultura y Técnica agrícola [Texto impreso]
454,Técnicas agrícolas, Manual de agricultura y ganadería mejicanas [Texto impreso]
455,Técnicas agrícolas, Tratado de agricultura [Texto impreso]
456,Técnicas agrícolas, Catecismo de agricultura cubana [Texto impreso]
457,Técnicas agrícolas," Guía del cultivador [Texto impreso] : manual de agricultura, ganadería y economía rural"
458,Técnicas agrícolas, Compendio de agricultura [Texto impreso]
459,Técnicas agrícolas," Descripción de los cultivos que se practican en las llamadas %5C%5C""fincas%5C%5C"" en la isla de Fernando Poó, y otros que se practican en Filipinas y ensayan en dicha isla, con un proyecto de secadero-almacén, secadero y lavadero para el cacao y el café [Texto impreso]"
460,Técnicas agrícolas, Elementos de agricultura [Texto impreso] : nociones teórico-prácticas
461,Técnicas agrícolas," Tratado completo de agricultura moderna [Texto impreso] : enciclopedia de las teorías y buenas prácticas que debe conocer todo labrador, propietario rural, ganadero, hortelano, etc"
462,Técnicas agrícolas, Programa de agricultura [Texto impreso] : para el uso de los profesores de instrucción primaria y de los peritos agrónomos
463,Técnicas agrícolas, Hojas divulgadoras [Texto impreso]
464,Técnicas agrícolas, Hojas divulgadoras [Texto impreso]
465,Técnicas agrícolas, La agricultura al amor de la lumbre [Texto impreso]
466,Cereales," La pregmatica del Pan [Texto impreso] : La pregmatica que su Magestad ma[n]do hazer este presente año de Mil y quinientos y cinque[n]ta y ocho, sobre los precios a que se ha de vender en estos Reynos el pa[n] Trigo, Ceuada y ce[n]teno y auena y panizo"
467,Cereales," Don Joseph de Contamina ... Intendente General de este Exercito, y Principado de Cathaluña. Por quanto he recibido una Real Resolucion comunicada por el Señor Marquès de Villarias con carta de 30 del passado, que es del thenor siguiente. Conviniendo al Servicio del Rey, y al de la Causa publica se observen en toda su fuerza ... las resoluciones antecedentes ... prohibiendo la extraccion de Granos para fuera del Reyno"
468,Cereales," Don Fernando, por la gracia de Dios, rey de Castilla, de Leon, de Aragon ... Sabed, que en el nuestro Consejo se han publicado ... y mandado cumplir dos resoluciones ... sus fechas diez y seis, y veinte y tres de este presente mes, por los quales ... hà tenìdo à bien permitir la libre extraccion, por mar, y tierra, de granos, vinos, y aguardientes, sin que sea necessario, que los extractores saquen licencias de las justicias, guias, ni tornaguias"
469,Cereales," En el pleyto que v. m. tiene visto de la ciudad de Malaga, con Ioan de Aluarado depositario q̄ fue del posito della"
470,Cereales," Instrucción del Gobernador del Consejo de Castilla, a los corregidores y demás justicias, sobre los registros de granos que han de observar, haciendo guardar la tasa de los precios de la Pragmática del año 1699. Madrid, 12 de julio de 1734"
471,Cereales," Don Luis Gonzales de Alvelda Marques de Cayro, Baron de Alvelda … Governador, y Capitan General del Exercito, Reyno de Mallorca, è Islas adjacentes, y Presidente de la Real Audiencia, Regente, y Ohidores de ella &amp;c. Por quanto el Rey ... se ha servido permitir la libre extraccion por Mar, y Tierra de Granos, Vinos, y Aguardientes, en la conformidad, que expressa la Real Provision, que ... dize assi"
472,Cereales," Don Francisco de Pineda Intendente de los Exercitos de su Magestad, de su Consejo, Intendente General del Exercito, y Reyno de Mallorca, Corregidor de la Ciudad de Palma, y su districto, y Superintendente General de Rentas &amp;c. Por quanto el Excelentissimo Señor Marques de Squilace, con fecha de doce de Agosto mas cerca vencido, comunica à esta Intendencia la Real Orden del tenor siguiente. Enterado el Rey de la escaza Cosecha de Granos que ha padecido esse Reyno"
473,Cereales, Pragmáticas y Reales Cédulas sobre trigo [Manuscrito]
474,Cereales," La pregmatica del Pan : La pregmatica que su Magestad ma[n]do hazer este presente año de Mil y quinientos y cinque[n]ta y ocho, sobre los precios a q[ue] se a de vender en estos Reynos el pan Trigo Ceuada Centeno Auena y Panizo"
475,Cereales," Prematicas que han salido este año de mil y quinientos y nouenta y ocho, publicadas en veyntiquatro dias del mes de Iulio del dicho año"
476,Cereales," Dos discursos sobre el govierno de los granos, y cultivo de las tierras"
477,Cereales," Don Phelipe, por la Gracia de Dios, Rey de Castilla, de Leon, de Aragon ... Sabed, que por los del nuestro Consejo, en distintos tiempos se han dado diferentes ordenes, y providencias, à fin de que se reintegren los Positos de los Pueblos de estos nuestros Reynos, y Peninsula de España de las cantidades de Granos, y maravedis, que segun sus fundaciones, y dotaciones deben tener, con mas el aumento que han tenido por las creces  de lo que se ha prestado"
478,Cereales," Don Phelipe por la gracia de Dios Rey de Castilla, de Leon, de Aragon ... A vos a los nuestros Corregidores del nuestro Reyno de Andalucia salud, y gracia. Sabed: Que Don Luis Curiel y Texada, Cavallero del Orden de Santiago, nuestro Fiscal, nos representò, que aviendo crecido el precio de los granos en todo esse Reyno con grande excesso, por la suma esterilidad de este año"
479,Cereales," Don Joseph de Contamina, del Consejo de su Mag. ... que en virtud de Real Orden, sirve la Intendencia General de este Exercito, y Principado de Cathaluña, y Rentas Agregadas. Respecto de haverse  representado por el Arrendatario del Real derecho de Cops, el bayle, y demás interessados ... se repite el Edicto de de [sic] veinte de Octubre de mil setecientos treinta y dos, que es del thenor siguiente. Don Antonio de Sartine , conde de Albi ... Aunque por Edicto mandado publicar por mi antecessor, en catorze de Febrero del año passado de mil setecientos ceinte y seis, se arreglaron diferentes ordinaciones concernientes al cobro del Real derecho de quartera nombrado de Cops"
480,Cereales," Instrucción, que deberan observar los Corregidores, y demàs Justicias de las Ciudades, Villas, y Lugares de estos Reynos, para el Registro General de Trigo, y demàs granos de las Cosechas que estàn cogiendo"
481,Cereales," Don Francisco Lopez de Rio, en el pleyto con el fiscal y denunciadores, porque el fiscal pone toda su fuerça en el capitulo de Cifuentes, conuencido que en los demas no tiene prouanza ni rastro de justicia, para condenar a don Francisco"
482,Cereales," Alonso de Roa alguazil mayor de Soria, y Francisco de Auila alguazil de la tierra della. Con don Francisco Lopez de Rio alferez mayor de la tierra della"
483,Cereales," Prouision Real de su Magestad sobre el precio del pan, en que se declara la Prematica del año de cincuenta y ocho en lo que toca a como se ha de vender la ceuada desde en fin de Mayo de sesenta y siete en adelante [Texto impreso]"
484,Cereales," Copia de representacion hecha en el año de 1700 : sobre providencia de granos para el abasto del reyno, especialmente de la corte"
485,Cereales," Don Phelipe, por la gracia de Dios, Rey de Castilla ... Sabed, es llegado à nuestra noticia, que con ocasion de la sequìa, y falta de agua, que se experimenta, especialmente en los Reynos de Andalucìa, se han propassado las Justicias, y otras personas poderosas à retener los Granos"
486,Árboles frutales," Carta instructiva sobre el cultivo de los olivos, que dirigió a la Real Sociedad Aragonesa Don Vicente Martinez, cura párroco de Inogés ... ; vá al fin otra carta sobre los empeltres, segun la práctica de Zaragoza"
487,Árboles frutales," Instrucciones que se imprimen de orden del Consejo para la extincion del gusano llamado Arañuelo ó Roya, que infesta los manzanos y árboles frutales de la Vega de Daroca, y otras del Reyno de Aragon"
488,Árboles frutales," El Jardinero instruido ó Tratado físico de la vegetacion, cultivo y poda de los arboles frutales ... [Texto impreso]"
489,Árboles frutales," Catálogo de árboles frutales y de rosales ingertos [sic] criados en la Torre de los Señores Campillo, sita en el término de Sobrecarrera de la ciudad de Daroca [Texto impreso]"
490,Árboles frutales," Catálogo de árboles frutales, de rosales ingertos y de otras varias plantas : criados en la torre de los señores Campillo sita en el término de Sobrecarrera de la ciudad de Daroca : núm. 2"
491,Árboles frutales, Manual de podas e ingertos [sic] de árboles frutales y forestales
492,Árboles frutales," Catálogo de árboles frutales, forestales y de adorno, de arbustos, en especial de rosales y de otras plantas de jardín y de invernadero : criados en la colonia de los señores D.M. y D.T. del Campillo, sita en los términos de Daroca (Aragón). Núm. 3"
493,Árboles frutales," Catálogo de árboles frutales, forestales y de adorno, de arbustos, en especial de rosales y de otras plantas de jardín y de invernadero [Texto impreso] : criados en la colonia de los señores D.M. y D.T. del Campillo, sita en los términos de Daroca (Aragón)"
494,Árboles frutales, Catalogo aproximado de plantas y semillas [Texto impreso] : temporada de 1897 a 1898
495,Árboles frutales," Granja de San Juan [Texto impreso] : gran establecimiento de agricultura y arboricultura ..., cultivos en grande escala de toda clase de árboles frutales, así como forestales, para carreteras, paseos y parques"
496,Árboles frutales, Catálogo de plantas y árboles [Texto impreso]
497,Árboles frutales, Los abonos en arboricultura y en viticultura [Texto impreso]
498,Viticultura, Material vitícola [Texto impreso]
499,Viticultura, Los árboles frutales y la viña [Texto impreso]
500,Viticultura," Tratado práctico general del cultivo de la vid y enología, o arte de hacer el vino [Texto impreso]"
501,Viticultura," Nuevo arte de hacer vinos, o sea, tratado completo sobre el cultivo de las viñas [Texto impreso]"
502,Viticultura," Viticultura y enología españolas, o Tratado sobre el cultivo de la vid y los vinos de España [Texto impreso]"
503,Viticultura, Memoria sobre el cultivo de la vid en Sanlucar de Barrameda y Xerez de la Frontera [Texto impreso]
504,Viticultura, La Viña americana : revista mensual de viticultura práctica : dedicada especialmente a la reconstiución de los viñedos destruidos por la filoxera y al fomento y defensa de la viticultura nacional
505,Viticultura, Australia [Texto impreso] : noticia sobre la Nueva Gales del Sur
506,Viticultura, Por la viticultura argentina y por el consumidor argentino [Texto impreso]
507,Viticultura, Informe sobre la crisis actual de las industrias pecuaria y viti-vinícola [Texto impreso]
508,Viticultura," Manual práctico de viticultura [Texto impreso] : la filoxera y las vides americanas : cultivo de la vid, abonos, enfermedades y su tratamiento"
509,Viticultura," El gran tesoro escondido en las viñas hallado con la particular direccion de cultivo que se practica en Sicilia en las comarcas de Mazarino [Texto impreso]  : por cuyo medio se logra un copiosisimo fruto, y una larguisima duracion de las vides"
510,Viticultura, La invasión filoxérica en España y las cepas americanas.  Tomo 1 [Texto impreso]
511,Viticultura," Congreso Nacional de Viticultura, que organizado por la Excma. Diputación Foral de Navarra se celebrará en Pamplona en julio de 1912 ... [Texto impreso]"
512,Viticultura, Tratado del cultivo de la vid y vinificación. Primera parte cultivo de la vid [Texto impreso]
513,Viticultura, Guía razonada del cultivador de viñas y cosechero de vinos [Texto impreso]
514,Viticultura, Avance estadístico sobre cultivo y producción de la vid en España
515,Viticultura, Jerez de la Frontera (Cádiz) Viticultura 1897
516,Viticultura," El libro del viticultor [Texto impreso] : breve resumen de las práticas más útiles para cultivar las viñas y fabricar buenos vinos, producción y comercio vinícola, clasificación y sinonimia de las vides"
517,Viticultura, Manual del cosechero de vinos [Texto impreso] : o nuevo método de hacer el vino mas fuerte f(sic) licoroso y de mayor duración
518,Horticultura," Tratados relativos a la caza, agricultura, geografía y religión [Manuscrito]"
519,Horticultura," Manual completo, teórico y práctico del jardinero [Texto impreso] : ó Arte de hacer y cultivar toda clase de jardines"
520,Horticultura," Manual del jardinero y arbolista : o sea arte de componer, dirigir y adornar toda clase de jardines, de cultivar y de propagar las flores, las hortalizas, las frutas de podar y de injertar árboles frutales, formar espalderas"
521,Horticultura," Guía del horticultor [Texto impreso] : para el cultivo en diferentes climas de las hortalizas y legumbres, cereales, plantas forrageras, oleaginosas"
522,Horticultura, Unión auxiliadora de la Industria y de la Horticultura [Texto impreso]
523,Horticultura, Tratado completo del cultivo de la huerta [Texto impreso] : obra escrita expresamente para todas las provincias y posesiones españolas
524,Horticultura, El Campo [Texto impreso]
525,Horticultura," Programa de las exposiciones de plantas, flores, hortalizas, legumbres y frutas en el Jardín del Buen Retiro, en las primaveras y otoños [Texto impreso]"
526,Horticultura, Instrucción que ha de observarse para llevar a cabo las exposiciones que celebra la Sociedad Central de Horticultura de España
527,Horticultura," Novísima guía del hortelano, jardinero y arbolista [Texto impreso] : compuesta segun las doctrinas y prácticas de los agrónomos más entendidos españoles y extranjeros : obra ilustrada con 555 grabados intercalados en el texto"
528,Horticultura, Exposición de plantas y flores celebrada en Barcelona a Junio 1891 [Material gráfico] : Colección de 34 vistas
