,Title,Author,Call_Number,Year,Type,Subject
190," Diálogo entre dos labradores gallegos afligidos y un abogado instruido, despreocupado y compasivo [Texto impreso] : cuaderno primero al cual seguirá el segundo : contiene las principales disposiciones eclesiásticas y civiles","Boado Sanchez, Pedro",R.MICRO/13341,1823,Monographs,Agricultura
191, Los doce libros de Agricultura que escribio en latin Lucio Junio Moderato Columela . Tomo I [-II],"Columela, Lucio Junio Moderato",1/47902,1824,Monographs,Agricultura
192," El Ecsmo. Sr. Presidente que solo aspira á abrir las fuentes de la riqueza pública para que la Nacion mexicana llegue al colmo de prosperidad de que es susceptible, quiere enterarse del estado de nuestra agricultura",México Ministerio de Hacienda,VE/1598/12/6,1826,Monographs,Agricultura
193, Catecismo de Agricultura,"Pastor, Esteban 1776-",1/2259,1826,Monographs,Agricultura
194, Representacion de los cosecheros de pulque al honorable Congreso del estado de Mexico,"Ximeno, José impresor",VE/694/3,1828,Monographs,Agricultura
195, Tratado de los paragranizos metalicos,"Orioli, Francisco",1/33339,1828,Monographs,Agricultura
196, Informe presentado a la Junta de Gobierno del Real Consulado de la ... Isla de Cuba sobre el estado de la agricultura y elaboración y beneficio de los frutos coloniales en la de Jamayca [Texto impreso],"Arozarena, Ramón",HA/16433,1828,Monographs,Agricultura
197, El preceptor de la aldea o sea la educación rural,"Castellanos de Losada, Basilio Sebastián 1807-1891",MSS/20108,1829,Manuscripts and Personal Archives,Agricultura
198," Esperimentos y observaciones del agricultor lego ... [Texto impreso] : cuaderno primero que trata del modo mas ventajoso de plantar los arboles, plantar y criar las viñas y cortar los montes","Andrés, Juan 1740-1817",1/5225,1829,Monographs,Agricultura
199, Semanario de agricultura y artes,NA,REVMICRO/1585&lt;1&gt;,1829,Newspapers/Magazines,Agricultura
200," Arancel que rige en el Real Consulado de Agricultura y Comercio de ... ciudad de La Habana e Isla de Cuba, y tambien en el Superior Tribunal de Alzadas del mismo, aprobado por S. M. en Real Orden de 9 de Mayo de 1797",Real Consulado de La Habana,VE/554/35,1830,Monographs,Agricultura
201," Indicación de los estorbos que padecen la agricultura y comercio interior de España, y del modo de removerse [Texto impreso]","Bermudez, Pedro s. XIX",VE/833/36,1834,Monographs,Agricultura
202," Informe de la Sociedad Económica de Madrid al Real y Supremo Consejo de Castilla en el espediente de Ley Agraria estendido por su individuo de número el Sr. D. Gaspar Melchor de Jovellanos, a nombre de la Junta encargada de su formación y con arreglo a sus opiniones [Texto impreso]",Real Sociedad Económica Matritense de Amigos del País,U/219,1834,Monographs,Agricultura
203, Catecismo de agricultura [Texto impreso],"Pastor, Esteban 1776-",2/30791,1839,Monographs,Agricultura
204, El amigo del labrador [Texto impreso] : proyecto agrónomo para la pública felicidad de España,"Orense, Casimiro de",VC/3339/59,1839,Monographs,Agricultura
205," La España agrícola : revista de agricultura, jardinería, horticultura, arbicultura, economía rural y doméstica, veterinaria, higiene y medicina doméstica",La España agrícola (Madrid. 1843. Internet),ACCESO REMOTO,1843,Newspapers/Magazines,Agricultura
206, Memoria sobre el estado de la agricultura e industria de la República : que la Dirección General de estos ramos presenta al Gobierno Supremo,México Dirección General de Agricultura e Industria,VE/1222/19,1843,Newspapers/Magazines,Agricultura
207, Agricultura popular [Texto impreso],NA,1/35886,1843,Monographs,Agricultura
208," La España agrícola [Texto impreso] : revista de agricultura, jardinería, horticultura, arbicultura, economía rural y doméstica, veterinaria, higiene y medicina doméstica",La España agrícola (Madrid. 1843),ZR/1794,1843,Newspapers/Magazines,Agricultura
209, El Adivino [Texto impreso] : periódico de agricultura bajo la protección del sr. gefe superior político de esta provincia,El Adivino (Valladolid),REVMICRO/783&lt;1&gt;(7),1845,Newspapers/Magazines,Agricultura
210," Real Decreto de 23 de mayo de 1845 conteniendo instrucción para el establecimiento de la contribución de inmuebles, cultivo y ganadería [Texto impreso]",España Ministerio de Hacienda,VC/2641/38,1845,Monographs,Agricultura
211," Memoria acerca de la agricultura, el comercio y las rentas públicas de la isla de Puerto Rico [Texto impreso]","Ormaechea, Darío de",HA/13958,1847,Monographs,Agricultura
212," El Cultivador : periódico de agricultura, horticultura, jardinería y economía rural, y de administración y economía pública en sus relaciones con la agricultura : publicado bajo los auspicios de la M.I. Junta de Comercio de Barcelona",El Cultivador (Barcelona. Internet),ACCESO REMOTO,1848,Newspapers/Magazines,Agricultura
213," El Cultivador [Texto impreso] : periódico de agricultura, horticultura, jardinería y economía rural, y de administración y economía pública en sus relaciones con la agricultura : publicado bajo los auspicios de la M.I. Junta de Comercio de Barcelona",El Cultivador (Barcelona),AHS/11496,1848,Newspapers/Magazines,Agricultura
214, Discurso que en la instalación de la Junta de Agricultura de las Baleares pronunció el M.I. Sr. Gefe[sic] político de las mismas Joaquín Maximiliano Gibert ... [Texto impreso],"Gibert, Joaquin Maximiliano",VC/2327/14,1848,Monographs,Agricultura
215, Manual de agricultura [Texto impreso],"Oliván, Alejandro 1796-1878",2/21083,1849,Monographs,Agricultura
216," Aforismos rurales [Texto impreso] : conformes con las reglas dadas por los más clásicos agrónomos antiguos y modernos, nacionales y extrangeros [sic.] y con las observaciones y prácticas de los mejores cultivadores","Fages de Romá, Narciso 1813-1884",1/99950,1849,Monographs,Agricultura
217, Revista mensual de agricultura : periódico de intereses materiales,Revista mensual de agricultura (1850. Internet),ACCESO REMOTO,1850,Newspapers/Magazines,Agricultura
218," El Agricultor español : periódico de agricultura, servicultura, horticultura, ganadería, economía rural y rural industrial, botánica, higiene, veterinaria, farmacia veterianaria, amena literatura, variedades y anuncios",El Agricultor español (Internet),ACCESO REMOTO,1850,Newspapers/Magazines,Agricultura
219, Revista mensual de agricultura : periódico de intereses materiales,Revista mensual de agricultura (1850),AHS/36569,1850,Newspapers/Magazines,Agricultura
220," El Agricultor español : periódico de agricultura, servicultura, horticultura, ganadería, economía rural y rural industrial, botánica, higiene, veterinaria, farmacia veterianaria, amena literatura, variedades y anuncios",NA,AHS/740,1850,Newspapers/Magazines,Agricultura
221, Manual de Agricultura [Texto impreso],"Oliván, Alejandro 1796-1878",4/113196,1850,Monographs,Agricultura
222, Cartilla elemental de agricultura [Texto impreso],"Miranda Prieto, Benito Ceferino",HA/10286,1850,Monographs,Agricultura
223," Informes de las Comisiones de la Primera Junta General de Agricultura, celebrada en Madrid el año de 1849 [Texto impreso] : parte legislativa",Junta General de Agricultura 1ª 1849 Madrid,3/102848,1850,Monographs,Agricultura
224, Memoria sobre la agricultura de la provincia de Lugo [Texto impreso],"Castro Bolaño, José María",VC/2546/50,1850,Monographs,Agricultura
225, Revista semanal de agricultura : periódico de intereses materiales,Revista semanal de agricultura (Internet),ACCESO REMOTO,1851,Newspapers/Magazines,Agricultura
226, Revista semanal de agricultura : periódico de intereses materiales,NA,AHSMDIG/399&lt;1&gt;,1851,Newspapers/Magazines,Agricultura
227, Cartilla agraria ó sea Manual de agricultura teórico-práctica [Texto impreso] : escrito con arreglo á las prescripciones del Real Decreto de 11 de diciembre de 1848,NA,3/31259,1851,Monographs,Agricultura
228," [Cartas], 1852-1857, Villena, [etc.], a Feliciano y a Joaquín","Caballero, Fermín 1800-1876",MSS/22304/4-32,1852,Manuscripts and Personal Archives,Agricultura
229, Diccionario de agricultura práctica y economía rural [Texto impreso],"Collantes, Agustín Esteban",1/31438,1852,Monographs,Agricultura
230," Revista de agricultura práctica, economia rural, horticultura y jardineria [Texto impreso]",NA,D/1407,1852,Newspapers/Magazines,Agricultura
231," Fomento : revista de agricultura, industria, comercio y obras públicas",Fomento (Madrid. 1853. Internet),ACCESO REMOTO,1853,Newspapers/Magazines,Agricultura
232, Revista mensual de agricultura : periódico de intereses materiales,Revista mensual de agricultura (1853. Internet),ACCESO REMOTO,1853,Newspapers/Magazines,Agricultura
233, El Eco de la ganadería [Texto impreso] : periódico quincenal de intereses rurales : órgano oficial de la Asociación General de Ganaderos,NA,D/5742,1853,Newspapers/Magazines,Agricultura
234," Fomento : revista de agricultura, industria, comercio y obras públicas",Fomento (Madrid. 1853),AHSMDIG/399&lt;1&gt;,1853,Newspapers/Magazines,Agricultura
235, Revista mensual de agricultura [Texto impreso] : periódico de intereses materiales,Revista mensual de agricultura (1853),AHSMDIG/399&lt;1&gt;,1853,Newspapers/Magazines,Agricultura
236," Memoria sobre los objetos estudiados en la Exposición Universal de Lóndres y fuera de ella bajo el punto de vista del adelanto futuro de la agricultura e industria españolas [Texto impreso] : presentada al Excmo. Señor Ministro de Fomento. Primera parte, Materias primas resultantes de la agricultura, la economía rural y la minería","La Sagra, Ramón de 1798-1871",1/2654,1853,Monographs,Agricultura
237, Las delicias del campo [Texto impreso],"Antonio María Claret, Santo 1807-1870",HA/18466,1855,Monographs,Agricultura
238," Informe remitido al Señor Gobernador Civil de la provincia de Salamanca por la Junta de Agricultura, acerca de las mejoras económicas que en ella deben hacerse [Texto impreso]",Salamanca (Provincia) Junta de Agricultura,VC/940/7,1855,Monographs,Agricultura
239," Recopilacion de secretos y procedimientos sumamente provechosos a la agricultura e industria pecuaria, y otros de utilidad y recreo [Texto impreso]","Castillo, Ramón del fl. 1832-1855",1/43914,1855,Monographs,Agricultura
240, Introduccion a la agricultura [Texto impreso],"Miguel, Domingo de 1813-1859",1/55443,1856,Monographs,Agricultura
241," El Labrador argentino [Texto impreso] : revista de agricultura, pastoreo, economía rural y doméstica, artes y oficios",NA,HNB/10706,1856,Newspapers/Magazines,Agricultura
242," Estudios sobre la isla de Puerto Rico [Texto impreso] : su situación, agricultura, comercio y estado actual de los principales ramos de la riqueza pública","Viña, Andrés s. XIX",HA/18555,1856,Monographs,Agricultura
243, Principios generales de la agricultura [Texto impreso] : considerada en sus relaciones con las ciencias naturales,"Broeck, Victor van der",1/84711,1856,Monographs,Agricultura
244," Inauguración de la Escuela Central de Agricultura, presidida en nombre de S.M. la Reina (Q.D.G.) por el Excmo. Señor Ministro de Fomento [Texto impreso]",NA,1/43207,1856,Monographs,Agricultura
245," Catecismo elemental de agricultura práctica, zootecnia, horticultura, jardinería, montes y plantíos [Texto impreso] : con una breve reseña de economía y administración rural y un sencillo método de agrimensura y aforo de líquidos y áridos","Fernández y Perez, Juan Zoilo",1/40287,1856,Monographs,Agricultura
246, Real Decreto creando la Escuela Central de Agricultura y Reglamentos orgánicos de la misma,España Ministerio de Fomento,2/7909,1856,Monographs,Agricultura
247, Catálogo de la Biblioteca de la Escuela Central de Agricultura [Texto impreso],Escuela General de Agricultura Biblioteca,2/60368,1856,Monographs,Agricultura
248," [Comunicación], 1857 sept. 9, Madrid, a Juan Eugenio Hartzenbusch","Antón Ramírez, Braulio 1823-1892",MSS/20830/7/6,1857,Manuscripts and Personal Archives,Agricultura
249," Suelo, clima, cultivo agrario y forestal de la provincia de Vizcaya : memoria premiada por la Real Academia de Ciencias en concurso público con arreglo al programa presentado por la misma para el año de 1856","Olazábal, Lucas de 1829-1899",VC/10016/7,1857,Monographs,Agricultura
250," Reales decretos sobre la exposición de los productos agrícolas de la Penísula, islas adyacentes y posesiones ultramarinas, que ha de celebrarse en Madrid desde el 24 de setiembre al 4 de octubre de 1857",España Ministerio de Fomento,VC/10018/45,1857,Monographs,Agricultura
251," Anotaciones sin comentarios al %5C%5C""Manual de física aplicada a la agricultura y a la industria%5C%5C"" publicado por Juan Chavarri [Texto impreso]","Santisteban, Mariano",VC/268/6,1857,Monographs,Agricultura
252," Las delicias del campo [Texto impreso] : obra utilísima, por su objeto, a todos los que viven en el campo","Antonio María Claret, Santo 1807-1870",1/22926,1857,Monographs,Agricultura
253, Memorandum de la Sociedad Económica Matritense sobre los productos de la provincia de Madrid que concurrirán a la esposición [sic] de agricultura [Texto impreso],Real Sociedad Económica Matritense de Amigos del País,VC/2614/64,1857,Monographs,Agricultura
254," Exposición de productos agrícolas de la península, islas adyacentes y posesiones ultramarinas que ha de celebrarse en Madrid el año de 1857 [Texto impreso] : circular e instrucciones de la Junta directiva para gobierno de las comisiones provinciales, corporaciones , establecimientos y los particulares que se propongan ser expositores",Exposición de Agricultura 1857 Madrid,HA/11666(13),1857,Monographs,Agricultura
255, Catálogo de los productos agrícolas presentados en la exposición de 1857 [Texto impreso],NA,1/82297,1857,Monographs,Agricultura
256, La Agricultura española [Texto impreso] : periódico andaluz de intereses materiales,La Agricultura española (Sevilla),REVMICRO/1826&lt;1&gt;-REVMICRO/1826&lt;3&gt;,1858,Newspapers/Magazines,Agricultura
257, Medallas distribuidas con motivo de la exposición agrícola de 1857,Anónimo español s. XIX,INVENT/15023,1859,"Drawings, Posters, Photos",Agricultura
258," Cultivo agrario de Vizcaya, y sus necesidades más urgentes : memoria redactada de orden de la ilustrísima Diputación General","Garagarza, Eugenio de 1825-1889",DL/2553675,1859,Monographs,Agricultura
259, Estatutos de la Sociedad Valenciana de Agricultura,Sociedad Valenciana de Agricultura,VC/10019/51,1859,Monographs,Agricultura
260, Manual de Agricultura [Texto impreso],"Oliván, Alejandro 1796-1878",4/210174,1859,Monographs,Agricultura
261, Memoria sobre los productos de la agricultura española reunidos en la Exposición general de 1857 [Texto impreso],Exposición de Agricultura 1857 Madrid,1/56207,1859,Monographs,Agricultura
262, España Agricultura 1859,"Avellana, Miguel",GMG/101 MAPA 10,1859,Maps,Agricultura
263," Proyecto de Reglamento que para el régimen interior del Real Consejo de Agricultura, Industria y Comercio presenta á la deliberación del mismo Consejo la Comisión que suscribe [Texto impreso]","Real Consejo de Agricultura, Industria y Comercio",HA/11840(23),1860,Monographs,Agricultura
264," Real Consejo de Agricultura, Industria y Comercio [Texto impreso] : Real decreto de su reorganización en 14 de diciembre de 1859 y Reglamento de 5 de setiembre de 1860","Real Consejo de Agricultura, Industria y Comercio",HA/10865(15),1861,Monographs,Agricultura
265, Lecciones de agricultura [Texto impreso],"Nata Gayoso, Luis n. 1827",1/42537,1861,Monographs,Agricultura
266," Memoria leída por D. Manuel Revilla Oyuela, ... en la reunión convocada por el mismo, que tuvo lugar en Torrelavega el día 9 de octubre de 1862 ... : trata de la necesidad y conveniencia del establecimiento de una casa-modelo de agricultura y ganadería en la provincia de Santander","Revilla Oyuela, Manuel de",VC/10003/1,1862,Monographs,Agricultura
267, Revista científica del Ministerio de Fomento [Texto impreso],NA,D/5377,1862,Newspapers/Magazines,Agricultura
268," El buen Sancho de España [Texto impreso] : colección metódica de maximas, proverbios, sentencias y refranes acerca de la agricultura, la ganadería y la economía rural",Un espíritu apasionado de las gentes del campo,CERV.SEDÓC/12/31,1862,Monographs,Agricultura
269, El Eco de los campos : revista castellana de agricultura,NA,HNB/5242,1863,Newspapers/Magazines,Agricultura
270, Eco de la ganadería y de la agricultura [Texto impreso] : órgano oficial de la Asociación General de Ganaderos,NA,D/5742,1863,Newspapers/Magazines,Agricultura
271, Memoria presentada a la Diputación Provincial de Segovia sobre el planteamiento de la labranza-modelo en la villa del Condado de Castilnovo [Texto impreso],"Galofre, José 1819-1877",VC/2621/15,1863,Monographs,Agricultura
272," El Fomento de España : revista universal de industria, agricultura, comercio",El Fomento de España (Internet),ACCESO REMOTO,1864,Newspapers/Magazines,Agricultura
273," El Fomento de España : revista universal de industria, agricultura, comercio",NA,ZR/1739(2),1864,Newspapers/Magazines,Agricultura
274, Almanaque perpetuo de agricultura cubana [Texto impreso],"Coloma y Garcés, Eugenio de",HA/12776(2),1864,Monographs,Agricultura
275, Manual del agricultor asturiano,"Pérez Mínguez, Luis 1829-1903",1/26200,1864,Monographs,Agricultura
276," La estrella agrícola, ó Cartilla del labrador [Texto impreso] : en verso, para la instruccion elemental de los niños","Martínez de Carneros y Díaz, Rafael",1/25144,1864,Monographs,Agricultura
277," El Progreso agrícola : revista quincenal de agricultura, industria y comercio",El Progreso agrícola (Madrid. Internet),ACCESO REMOTO,1865,Newspapers/Magazines,Agricultura
278," El tesoro de los labradores : o sea avisos muy útiles a los mismos para lograr abunantes cosechas y una vida larga y dichosa, es muy útil también a los artesanos, y a cuantos desean ser verdaderamente felices",NA,1/252,1865,Monographs,Agricultura
279, Revista de agricultura del Instituto Agrícola Catalán de San Isidro [Texto impreso],NA,D/1407,1865,Newspapers/Magazines,Agricultura
280," El Progreso agrícola : revista quincenal de agricultura, industria y comercio",El Progreso agrícola (Madrid),ZR/1739(1),1865,Newspapers/Magazines,Agricultura
281," Memoria descriptiva de la cuarta Feria y Exposición Pública de la Agricultura, la Industria y Bellas Artes de la isla de Puerto-Rico [Texto impreso] : celebrada en junio de 1865, con arreglo al programa aprobado por Real órden de 25 de febrero último",NA,HA/15865(14),1865,Monographs,Agricultura
282, Diccionario de bibliografía agronómica y de toda clase de escritos relacionados con la agricultura : seguido de un índice de autores y traductores con algunos apuntes biográficos,"Antón Ramírez, Braulio 1823-1892",9/210898,1865,Monographs,Agricultura
283," El porvenir de la agricultura española [Texto impreso] : deducido de las últimas observaciones experimentales que acerca de las enfermedades de la vid, gusanos de seda, patatas y trigo ha hecho en Munich el célebre químico alemán Justo Liebig","Torres Muñoz de Luna, Ramón 1822-1890",1/4992,1865,Monographs,Agricultura
284, Programa de un curso elemental de agricultura [Texto impreso],"Molina Capel, Gaspar",1/59522,1865,Monographs,Agricultura
285," Juicio crítico de la prensa política y científica sobre el folleto titulado %5C%5C""Estudios referentes a la agricultura y zootecnia%5C%5C"" de don Basilio de Chavarri [Texto impreso]",NA,VC/2566/88,1865,Monographs,Agricultura
286, Estudios referentes a la agricultura y zootecnia [Texto impreso],"Chávarri, Basilio de",2/17510,1865,Monographs,Agricultura
287, Memoria sobre el tema inserto en la hoja siguiente,"Hartzenbusch, Eugenio 1840-1910",MSS/20827/1,1866,Manuscripts and Personal Archives,Agricultura
288," Memoria de los trabajos en que se ha ocupado la Junta de Agricultura, Industria y Comercio de esta provincia en el año 1865 [Texto impreso]","Junta de Agricultura, Industria y Comercio (Sevilla)",12/336779,1866,Monographs,Agricultura
289, Calendario del labrador [Texto impreso] : pequeña edición del Almanaque meteorológico y agronómico de España,NA,HNB/7980,1866,Newspapers/Magazines,Agricultura
290," La Reforma agrícola [Texto impreso] : periódico quincenal de agricultura, industria y comercio",La Reforma agrícola (Jaén),D/5956,1866,Newspapers/Magazines,Agricultura
291, Apuntes acerca de varios cultivos cubanos [Texto impreso],"Reynoso, Álvaro 1829-1888",1/45183,1867,Monographs,Agricultura
292, Avisos al labrador [Texto impreso] : principales nociones de agricultura,"Coba Gómez, Juan de la 1829-1899",VC/634/5,1867,Monographs,Agricultura
293, Resumen de geología agrícola [Texto impreso] : o sean breves nociones de geología aplicada a la agricultura,P. S.,1/39706,1868,Monographs,Agricultura
294, Ideas apuntadas en la Exposicion Universal de 1867 para España y para Huesca [Texto impreso],"Costa, Joaquín 1846-1911",1/2834,1868,Monographs,Agricultura
295," Presente y porvenir de la agricultura española, y procedimiento breve, fácil y económico, para destruir la causa principal que se opone a su desarrollo [Texto impreso]","Cañas, A.",1/33590,1868,Monographs,Agricultura
296," Anales de agricultura, industria y comercio : revista mensual de la Sociedad Española de Agricultura y Meteorología por su Dirtector D. Ramón M. de Espejo y Becerra",NA,Z/42102,1869,Newspapers/Magazines,Agricultura
297, Revista del Instituto Agrícola Catalán de San Isidro [Texto impreso],Revista del Instituto Agrícola Catalán de San Isidro (1869),D/1407,1869,Newspapers/Magazines,Agricultura
298, La Asociación Agrícola por la iniciativa privada [Texto impreso] : revista de agricultura,NA,REVMICRO/2582&lt;1&gt;-REVMICRO/2582&lt;2&gt;,1869,Newspapers/Magazines,Agricultura
299, Aforismos rurales : conformes con las reglas dadas por los mas clásicos agrónomos antiguos y modernos,"Fages de Romá, Narciso 1813-1884",1/83173,1869,Monographs,Agricultura
300, Cartilla de agricultura filipina [Texto impreso],"Espejo, Zoilo 1838-1904",1/604,1869,Monographs,Agricultura
301, El Eco agrícola [Texto impreso] : revista de intereses materiales,NA,D/11158,1870,Newspapers/Magazines,Agricultura
302," Memoria de los trabajos en que se ha ocupado la Junta de Agricultura, Industria y Comercio de la provincia de Sevilla en el año de 1869 [Texto impreso]","Junta de Agricultura, Industria y Comercio (Sevilla)",VC/2699/42,1870,Monographs,Agricultura
303," Memoria leída el día 13 de noviembre de 1870, en la solemne apertura de los estudios de agricultura en la provincia de Palencia [Texto impreso]","Martín Sánchez, Juan Antonio s. XIX",VC/2546/45,1870,Monographs,Agricultura
304, Cartilla de agricultura [Texto impreso],"Espejo, Zoilo 1838-1904",1/56547,1870,Monographs,Agricultura
305, Los Ecos agrícola y vinícola [Texto impreso] : propagador de conocimientos útiles e indispensables a los agricultores y comerciantes en los productos de la tierra,NA,D/5350,1871,Newspapers/Magazines,Agricultura
306, La agricultura y la hacienda [Texto impreso],"Torres Muñoz de Luna, Ramón 1822-1890",VC/423/4,1871,Monographs,Agricultura
307, La agricultura salmantina : sus males y sus remedios [Texto impreso],"García Maceira, Antonio 1844-1923",VC/1026/60,1871,Monographs,Agricultura
308, Origen e historia del Jardín Botánico y de la Escuela de Agricultura de Filipinas [Texto impreso],"García López, Rafael",1/1391,1872,Monographs,Agricultura
309, Memorias sobre la agricultura y las artes [Texto impreso],"Oliver, Jaime",1/5974,1873,Monographs,Agricultura
310, Informe del Departamento Nacional de Agricultura [Texto impreso] : año 1872,Departamento Nacional de Agricultura (Argentina),HA/96,1873,Monographs,Agricultura
311," Memoria presentada a la Diputación Provincial de Sevilla por Don Rafael Caro, comisionado por la misma, para el estudio de la agricultura en España y el extranjero [Texto impreso]","Caro, Rafael s. XIX",VC/2579/40,1873,Monographs,Agricultura
312, Programa de agricultura [Texto impreso],"López Catalán, Julián 1834-1890",2/872,1874,Monographs,Agricultura
313," Consejo Superior y Juntas Provinciales de Agricultura, Industria y Comercio [Texto impreso] : disposiciones referentes a su organización",NA,HA/17888(10),1874,Monographs,Agricultura
314, Almanaque de la agricultura española,NA,HNB/11046,1875,Newspapers/Magazines,Agricultura
315, Crónicas de la agricultura española : revista quincenal de intereses generales del cultivo agrario,NA,D/10774,1875,Newspapers/Magazines,Agricultura
316," Memoria sobre el estado actual de la agricultura, industrial rural y ganadería en la provincia de Córdoba [Texto impreso]","Puente y Rocha, Juan de Dios de la",1/83186,1875,Monographs,Agricultura
317, Memoria relativa a la influencia que han tenido las leyes de desamortización y la de la supresión del diezmo en el cultivo : escrita para la Sección de Agricultura de la Sociedad Económica Cordobesa de Amigos del País,"Palou, Francisco de Asís 1829-1876",2/35980,1875,Monographs,Agricultura
318, Tratado sobre privilegios concedidos a las fincas y colonias rurales,"Ledesma Hernández, Antonio 1856-1937",VC/801/12,1875,Monographs,Agricultura
319, Informe del Departamento Nacional de Agricultura [Texto impreso] : año de 1875,Departamento Nacional de Agricultura (Argentina),HA/3884,1875,Monographs,Agricultura
320, Almanaque de la Gaceta agrícola del Ministerio de Fomento,Almanaque de la Gaceta agrícola del Ministerio de Fomento (Internet),ACCESO REMOTO,1876,Newspapers/Magazines,Agricultura
321, Gaceta agrícola del Ministerio de Fomento,Gaceta agrícola del Ministerio de Fomento (Internet),ACCESO REMOTO,1876,Newspapers/Magazines,Agricultura
322," Memoria sobre el estado de la agricultura en la provincia de Jaén, y mejoras que pueden introducirse en ella [Texto impreso]","Serra y Navarro, Mariano",1/4183,1876,Monographs,Agricultura
323, Gaceta agrícola del Ministerio de Fomento,NA,AHS/46209,1876,Newspapers/Magazines,Agricultura
324, Semanario oficial y mercantil de la Gaceta agrícola del Ministerio de Fomento [Texto impreso],NA,REVMICRO/515&lt;1&gt;,1876,Newspapers/Magazines,Agricultura
325, Almanaque de la Gaceta agrícola del Ministerio de Fomento,NA,SG.FOLL/3355,1876,Newspapers/Magazines,Agricultura
326, Apuntes y noticias sobre la agricultura de los árabes españoles [Texto impreso],"García Maceira, Antonio 1844-1923",VC/804/10,1876,Monographs,Agricultura
327, Memoria sobre el estado de la agricultura en la provincia de Madrid y mejoras convenientes para su desarrollo [Texto impreso],"Abela y Sainz de Andino, Eduardo 1836-1908",1/3099,1876,Monographs,Agricultura
328, Memoria laureada con el accéssit por la Real Academia de Ciencias Morales y Políticas en el concurso ordinario de 1873 sobre la influencia que la acumulación o división excesiva de la propiedad territorial ejercen en la prosperidad o decadencia de la agricultura en España [Texto impreso],"Laurencín, Francisco Rafael de Uhagón, Marqués de 1858-1927",2/948,1876,Monographs,Agricultura
329, Cartas políticas y sociales [Texto impreso],"Alonso y Rubio, Francisco 1813-1894",1/49797,1876,Monographs,Agricultura
330, Contabilidad rural [Texto impreso] : exposición de un método sencillo para llevar las cuentas en una explotación agrícola,"Prieto Ramos, Marcial",2/20502,1876,Monographs,Agricultura
331, Manual de agricultura [Texto impreso],"Oliván, Alejandro 1796-1878",1/23823,1876,Monographs,Agricultura
332, Lecciones de agricultura teórico-práctica [Texto impreso] : arregladas al programa de esta asignatura,"Museros y Rovira, Tomás",1/7610,1876,Monographs,Agricultura
333, Elementos de agricultura [Texto impreso],"González Frades, Luis n. 1851",1/4094,1876,Monographs,Agricultura
334, Memoria sobre el estado actual de la agricultura en la provincia de Salamanca [Texto impreso],"González Domingo, Cecilio 1846-1912",VC/2671/4,1876,Monographs,Agricultura
335, Memoria sobre el estado de la agricultura e industrias derivadas en la provincia de Logroño,"Delgado y Masnata, Antonio Tadeo",1/81480,1876,Monographs,Agricultura
336, Apuntes sobre los montes y la agricultura norte- americana [Texto impreso] : memoria elevada al Ministro de Fomento,"Jordana y Morera, José 1836-1906",1/23061,1877,Monographs,Agricultura
337," Programa de las conferencias leído por el Ingeniero Secretario D. Manuel Sanz Bremón y discurso por el Comisario Provincial de Agricultura, Industria y Comercio D. Juan Navarro Reverter [Texto impreso]","Navarro Reverter, Juan 1844-1924",VC/734/9,1877,Monographs,Agricultura
338, Anales de agricultura [Texto impreso] : revista quincenal : consagrada al fomento de la industria agrícola y a la defensa de los intereses generales de nuestros labradores,NA,D/5517,1877,Newspapers/Magazines,Agricultura
339," Memoria leída por el Sr. Presidente de la Sociedad de Agricultura del Departamento de Ponce, el día 5 de Junio de 1877, en el acto de la renovación de la Junta directiva [Texto impreso]","Arribas, Miguel fl.1877",HA/14796,1877,Monographs,Agricultura
340, La agricultura y la higiene [Texto impreso] : discurso leído el día 25 de marzo de 1877 por Luis Marco y Corera,"Marco Corera, Luis 1851-1925",VC/2517/48,1877,Monographs,Agricultura
341, Cartilla moderna de agricultura andaluza [Texto impreso],NA,VC/2569/2,1877,Monographs,Agricultura
342, Informe sobre el estado de la agricultura en la provincia de Valencia [Manuscrito],"Sanz Bremón, Manuel",MSS/4520,1878,Manuscripts and Personal Archives,Agricultura
343, Libro de agricultura [Texto impreso],"Van der Broeck, Victor Catecismo de agricultura",1/13732,1878,Monographs,Agricultura
344, Resumen de un curso de agricultura elemental [Texto impreso],"Botija y Fajardo, Antonio",DGMICRO/60414,1878,Monographs,Agricultura
345," Apuntes para la historia agrícola española [Texto impreso] : conferencia dada en el Conservatorio de Artes, el domingo 19 de mayo de 1878","Boutelou, Esteban 1823-1883",VC/723/27,1878,Monographs,Agricultura
346, Apuntes para un programa de elementos de agricultura [Texto impreso],"Tristany y Serret, José",1/5190,1878,Monographs,Agricultura
347, Elementos de agricultura [Texto impreso],"Serra y Navarro, Mariano",1/24302,1878,Monographs,Agricultura
348, Informe sobre el estado de la agricultura en la provincia de las Baleares [Texto impreso],"Satorras, Francisco",VC/799/25,1878,Monographs,Agricultura
349, Informe sobre el estado actual de la agricultura en la provincia de Burgos [Texto impreso],"Prieto Ramos, Marcial",2/16955,1878,Monographs,Agricultura
350, Lecciones de agricultura elemental [Texto impreso],"Museros y Rovira, Tomás",1/55532,1878,Monographs,Agricultura
351," Fisiología de la isla de Cuba [Texto impreso] : economía política, agrícola e  industria de las tierras y aplicación de los abonos a cada variedad","Lachaume, Jules",HA/14975,1878,Monographs,Agricultura
